,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,Class
0,0.09133721817137734,0.11616398439511759,0.08268231968945425,0.06547122894032135,0.04032486590726761,0.03445950068244362,0.04181178191424571,0.028746470892794147,0.03837610976022242,0.11829345660487606,0.27799620308741446,0.27017930691389286,0.10793574091360662,0.060074555226909535,0.03844508419723276,0.03794471899975971,0.00963702830397509,0.015304471963103857,0.1939977973991323,0.03747178382214486,0.016945099919416572,0.030078240894054784,0.47932010633237854,0.2693760585263862,0.09385340431206107,0.07043090337479235,0.07657584055334841,0.0780339852723474,0
1,0.3391484654518859,0.4260731749805517,0.42433032370850793,0.3438734122105262,0.4000551736192491,0.398433808438652,0.22912883003592996,0.24246984333206265,0.24430824264992013,0.20922646400003678,0.29906139890991357,0.1717995007756867,0.15762831504605346,0.20916512897092648,0.21079414558556142,0.18657563347885264,0.1804039007854205,0.19903241712373726,0.2147486267711154,0.22079575867200704,0.22457599785841523,0.21503844819470483,0.2946146556786503,0.23186235557927673,0.19486468393319561,0.23580755224308358,0.2028949353354104,0.18806362356776612,0
2,1.169620470771869,1.1497263055548508,1.2832891858174607,1.3300183235913918,1.3774777254781805,1.3847896841127103,1.2733992431590857,1.1679641835027514,1.199596030776284,1.2820053293755913,1.444743240060425,1.1582169559806645,0.7454486847584533,0.7410840807663883,0.890966270171349,0.7884078484535726,0.6917377793812128,0.6799972784558614,0.8851542616788034,1.1332165859887013,0.8033592324332263,0.7162729325717467,0.9773308252524585,1.3064876973856636,0.9704162562540297,0.7324683547006038,0.8194603872553631,1.1751460422837907,0
3,0.6785138228148595,0.5507477263051168,1.2116915362114093,1.1640405438431813,0.5914983922646029,0.2683601987234199,0.26226456514319973,0.7866798425723055,0.8419547467773485,0.20393191093557136,0.23708222845770893,0.6094364493373744,0.16038841268298512,0.17749400477169788,0.6734815153828524,0.24528381147148692,0.22003159367056746,0.3578145531618904,0.40171786646791957,0.20725341290968605,0.04307149828042531,0.027644226817699992,0.7293765179673742,0.7607987857361782,0.5909142573800948,0.1453364625781342,0.13008316058916242,0.10140865969709367,0
4,0.8143797262795689,0.860416213457847,0.7171461333516085,0.6052128207498407,0.5225565523750993,0.4194365401614171,0.32237038660123357,0.34829500200022284,0.6487535437694444,0.5343775093531189,0.6172230157453964,0.3390214157397232,0.13496374389027643,0.2816050728394037,0.24228644182783227,0.26659073347257695,0.5262337127627301,0.5978478401292271,0.5028419804503005,0.41496495475209394,0.42068915689424385,0.43062985117024427,0.5493344279562107,0.7080870680774686,0.5990633950695212,0.5496273520791768,0.393856699290764,0.3567814104799155,0
5,0.12271068046955558,0.023765207951750127,0.014423475277333779,0.010988579545341891,0.16567233398723177,0.4436522435780304,0.5092426593021191,0.5747769362854107,0.3050348917754306,0.17113461740090957,0.42430304177419464,1.2967879285928727,0.7397106904031517,0.5079698662430805,0.2552535982914976,0.12284717530894324,0.18272608553567718,0.3188753289534621,0.2491433432208934,0.38755599267500357,0.3980973749561504,0.19792649406585347,0.7718216210937975,0.18522850842081567,0.09593376583180711,0.5898158007276495,0.18310542081619063,0.1381273451152267,0
6,0.7821169444716947,0.8350805238129088,1.2497583614525896,1.142254266854368,1.3468058976501658,1.3571019971767628,0.962050536693256,0.9286402267488465,1.0794055418628707,1.0964017966666944,1.2460228414748735,0.9237311808353377,0.7618035302853154,0.7564395919424516,0.826869115979492,0.8952689041648907,1.2634910779232404,1.27083710602306,0.9818207371105976,0.9014276200933397,0.8725012460338216,0.903786472433326,1.1099800264746718,1.0139745660293413,0.9837113540066604,1.0923902595893027,0.8731493319290444,1.0297166381919147,0
7,0.050188295418701685,0.1666360473074201,0.4786100965791166,0.427190252708123,0.48651579013530094,0.564285279215363,0.9682016051200846,0.5390291479670696,0.31814623629566313,0.25970938942732597,0.44296287969205184,1.6598165716757007,0.7479076973639937,0.35727027720045784,0.3741399753277302,0.4399505621000636,0.4741193531294231,0.7264335519984098,0.8382199343337489,0.6093450770579649,0.6227768122599716,0.7589916730845213,1.5757708718840346,1.8001176094224538,1.0048294866551224,0.5059538734885872,0.3559628716754375,0.4553539186296301,0
8,0.6870107327695458,0.6629357986593591,0.5849355442070179,0.657319249776114,0.7851902722564018,0.6236461082211578,0.4370537798790482,0.22287432771656468,0.3323453184444707,0.6893837355695024,0.7834546448879286,0.3764535237928149,0.19441796566673034,0.24068962013658785,0.6871321525859354,0.34700171590709916,0.21347058226056642,0.18494954552545081,0.2930740328030863,0.5886676145911247,0.17832932981549643,0.2103302469785975,0.9577212510236587,0.9618013327601491,0.5579353169196112,0.2318847265533394,0.1443743771556642,0.1540077696950557,0
9,0.5422925456219823,0.35733856290144766,0.251808989532746,0.18217212375380956,0.15755853891601368,0.12143970563738762,0.3009507035640179,0.24766773415029558,0.23440185286182566,0.28612988159034347,0.7212223784724935,0.7662842459952662,0.40047585246657424,0.35475918471791273,0.3843610857676325,0.23804319027109452,0.19697380719043686,0.16799268778763204,0.14859463416275737,0.1453483612826763,0.1726433112783184,0.15131554977275546,0.5470244177412797,0.5484644964575066,0.20267600042607195,0.16313674397320843,0.18458632720939055,0.2607685726158856,0
